PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Meta description,Meta description patch,Meta description patch status,Meta description length,No. of meta descriptions,Is indexable page
54,https://noctalia.app/en/about,About Noctalia | Noctalia,text/html; charset=utf-8,false,200,0,0,"Learn who is behind Noctalia, how we create our dream resources, and how to contact us.",,,87,1,true
49,https://noctalia.app/fr/mentions-legales,Mentions légales | Noctalia,text/html; charset=utf-8,false,200,0,0,"Mentions légales du site Noctalia, éditeur, hébergeur et coordonnées de contact.",,,80,1,true
49,https://noctalia.app/fr/cgu,Conditions générales d'utilisation | Noctalia,text/html; charset=utf-8,false,200,0,0,"Conditions générales d'utilisation de l'application Noctalia, journal de rêves intelligent.",,,91,1,true
46,https://noctalia.app/es/simbolos/perro,Soñar con Perro: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,"Descubre qué significa Perro en los sueños. Los perros representan lealtad, amistad y protección.",,,97,1,true
46,https://noctalia.app/es/simbolos/casa,Soñar con Casa: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,Descubre qué significa Casa en los sueños. Una casa representa el yo y el estado psicológico.,,,93,1,true
46,https://noctalia.app/en/symbols/death,Death Dream Meaning: What Does It Mean to Dream About Death? | Noctalia,text/html; charset=utf-8,false,200,0,0,Discover what Death means in dreams. Death in dreams rarely symbolizes literal death.,,,85,1,true
46,https://noctalia.app/es/simbolos/agua,Soñar con Agua: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,Descubre qué significa Agua en los sueños. El agua representa las emociones y el subconsciente.,,,95,1,true
45,https://noctalia.app/es/simbolos/leon,Soñar con León: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,"Descubre qué significa León en los sueños. El león representa fuerza, coraje y liderazgo.",,,89,1,true
45,https://noctalia.app/es/simbolos/telefono,Soñar con Teléfono: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,Descubre qué significa Teléfono en los sueños. Un teléfono representa comunicación.,,,83,1,true
45,https://noctalia.app/es/simbolos/espejo,Soñar con Espejo: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,Descubre qué significa Espejo en los sueños. Un espejo simboliza introspección y autoimagen.,,,92,1,true
45,https://noctalia.app/es/simbolos/coche,Soñar con Coche: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,Descubre qué significa Coche en los sueños. Un coche representa el control sobre tu vida.,,,89,1,true
45,https://noctalia.app/es/simbolos/tren,Soñar con Tren: Significado e interpretación | Noctalia,text/html; charset=utf-8,false,200,0,0,Descubre qué significa Tren en los sueños. Un tren simboliza el viaje de la vida y su trayectoria.,,,98,1,true
24,https://noctalia.app/de/agb,AGB | Noctalia,text/html; charset=utf-8,false,200,0,0,"Nutzungsbedingungen (AGB) von Noctalia: Zugriff, Abos, zulässige Nutzung, Datenschutz und Kontakt.",,,98,1,true
24,https://noctalia.app/it/chi-siamo,Chi siamo | Noctalia,text/html; charset=utf-8,false,200,0,0,"Scopri chi c’è dietro Noctalia, come creiamo le nostre risorse sui sogni e come contattarci.",,,92,1,true
24,https://noctalia.app/it/termini,Termini | Noctalia,text/html; charset=utf-8,false,200,0,0,"Termini di utilizzo di Noctalia: accesso, abbonamenti, uso consentito, privacy e contatti.",,,90,1,true
21,https://noctalia.app/en/blog/lucid-dreaming,Lucid Dreaming: guides & techniques | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover lucid dreaming: beginner guide, dream incubation, and practical tips to progress.",,,90,1,true
21,https://noctalia.app/it/simboli/acqua,Sognare Acqua: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,Scopri cosa significa Acqua nei sogni. L'acqua rappresenta le emozioni e il subconscio.,,,87,1,true
21,https://noctalia.app/en/symbols/horse,Horse Dream Meaning: What Does It Mean to Dream About Horse? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Horse means in dreams. Horses represent freedom, power, and life's journey.",,,89,1,true
21,https://noctalia.app/en/symbols/key,Key Dream Meaning: What Does It Mean to Dream About Key? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Key means in dreams. A key symbolizes access, solutions, and new opportunities.",,,93,1,true
21,https://noctalia.app/en/symbols/path,Path / Road Dream Meaning: What Does It Mean to Dream About Path / Road? | Noctalia,text/html; charset=utf-8,false,200,0,0,Discover what Path / Road means in dreams. A path represents your life journey and future choices.,,,98,1,true
21,https://noctalia.app/de/traumsymbole/haus,"Traumbedeutung Haus: Was bedeutet es, von Haus zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Haus im Traum bedeutet. Ein Haus repräsentiert das Selbst und die Psyche.",,,86,1,true
21,https://noctalia.app/en/symbols/mirror,Mirror Dream Meaning: What Does It Mean to Dream About Mirror? | Noctalia,text/html; charset=utf-8,false,200,0,0,Discover what Mirror means in dreams. A mirror symbolizes introspection and self-image.,,,87,1,true
21,https://noctalia.app/en/symbols/dog,Dog Dream Meaning: What Does It Mean to Dream About Dog? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Dog means in dreams. Dogs represent loyalty, friendship, and protection.",,,86,1,true
21,https://noctalia.app/de/traumsymbole/wasser,"Traumbedeutung Wasser: Was bedeutet es, von Wasser zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Wasser im Traum bedeutet. Wasser repräsentiert Emotionen und das Unterbewusstsein.",,,95,1,true
21,https://noctalia.app/en/symbols/fire,Fire Dream Meaning: What Does It Mean to Dream About Fire? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Fire means in dreams. Fire symbolizes passion, transformation, and purification.",,,94,1,true
21,https://noctalia.app/en/symbols/train,Train Dream Meaning: What Does It Mean to Dream About Train? | Noctalia,text/html; charset=utf-8,false,200,0,0,Discover what Train means in dreams. A train symbolizes life's journey and its trajectory.,,,90,1,true
21,https://noctalia.app/en/symbols/rain,Rain Dream Meaning: What Does It Mean to Dream About Rain? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Rain means in dreams. Rain can symbolize purification, renewal, or sadness.",,,89,1,true
21,https://noctalia.app/en/symbols/cat,Cat Dream Meaning: What Does It Mean to Dream About Cat? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Cat means in dreams. Cats symbolize independence, feminine intuition, and mystery.",,,96,1,true
21,https://noctalia.app/it/simboli/morte,Sognare Morte: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,Scopri cosa significa Morte nei sogni. La morte nei sogni raramente simboleggia la morte reale.,,,95,1,true
21,https://noctalia.app/fr/symboles/chute,Rêver de Chute : Signification et interprétation | Noctalia,text/html; charset=utf-8,false,200,0,0,Découvrez ce que signifie Chute dans les rêves. La chute est l'un des rêves les plus courants.,,,94,1,true
21,https://noctalia.app/en/symbols/teeth,Teeth (losing teeth) Dream Meaning: What Does It Mean to Dream About Teeth (losing teeth)? | Noctalia,text/html; charset=utf-8,false,200,0,0,Discover what Teeth (losing teeth) means in dreams. Losing teeth is a very common dream.,,,88,1,true
21,https://noctalia.app/en/symbols/stairs,Stairs Dream Meaning: What Does It Mean to Dream About Stairs? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Stairs means in dreams. Stairs symbolize progression, social or spiritual ascension.",,,98,1,true
21,https://noctalia.app/it/simboli/cane,Sognare Cane: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,"Scopri cosa significa Cane nei sogni. I cani rappresentano lealtà, amicizia e amore incondizionato.",,,99,1,true
21,https://noctalia.app/it/simboli/scale,Sognare Scale: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,"Scopri cosa significa Scale nei sogni. Le scale rappresentano ascesa, discesa e sviluppo personale.",,,99,1,true
21,https://noctalia.app/en/symbols/moon,Moon Dream Meaning: What Does It Mean to Dream About Moon? | Noctalia,text/html; charset=utf-8,false,200,0,0,"Discover what Moon means in dreams. The moon symbolizes femininity, intuition, and natural cycles.",,,98,1,true
21,https://noctalia.app/en/guides/death-transformation-dreams,Death & Transformation in Dreams: Endings That Mean New Beginnings | Noctalia,text/html; charset=utf-8,false,200,0,0,"Understand death-related dream symbols — death, deceased loved ones, snakes, and more.",,,86,1,true
21,https://noctalia.app/de/traumsymbole/tuer,"Traumbedeutung Tür: Was bedeutet es, von Tür zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Tür im Traum bedeutet. Türen symbolisieren Übergänge, Möglichkeiten und neue Kapitel.",,,98,1,true
21,https://noctalia.app/en/symbols/water,Water Dream Meaning: What Does It Mean to Dream About Water? | Noctalia,text/html; charset=utf-8,false,200,0,0,Discover what Water means in dreams. Water represents emotions and the subconscious.,,,84,1,true
21,https://noctalia.app/de/traumsymbole/tod,"Traumbedeutung Tod: Was bedeutet es, von Tod zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Tod im Traum bedeutet. Tod in Träumen symbolisiert selten den tatsächlichen Tod.",,,93,1,true
21,https://noctalia.app/fr/symboles/eau,Rêver de Eau : Signification et interprétation | Noctalia,text/html; charset=utf-8,false,200,0,0,Découvrez ce que signifie Eau dans les rêves. L'eau représente les émotions et l'inconscient.,,,93,1,true
21,https://noctalia.app/it/simboli/denti,Sognare Denti (perdere i denti): Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,Scopri cosa significa Denti (perdere i denti) nei sogni. Perdere i denti è un sogno molto comune.,,,97,1,true
21,https://noctalia.app/de/traumsymbole/zaehne,"Traumbedeutung Zähne (Zahnverlust): Was bedeutet es, von Zähne (Zahnverlust) zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Zähne (Zahnverlust) im Traum bedeutet. Zähne zu verlieren ist ein sehr häufiger Traum.",,,99,1,true
20,https://noctalia.app/it/guides/luoghi-nei-sogni,Luoghi nei sogni: cosa rivelano le ambientazioni oniriche su di te | Noctalia,text/html; charset=utf-8,false,200,0,0,"Esplora cosa significano i luoghi nei sogni — case, ospedali, scuole, foreste e altro.",,,86,1,true
20,https://noctalia.app/de/traumsymbole/pferd,"Traumbedeutung Pferd: Was bedeutet es, von Pferd zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Pferd im Traum bedeutet. Pferde repräsentieren Freiheit, Kraft und die Lebensreise.",,,96,1,true
20,https://noctalia.app/fr/suppression-compte,Suppression de compte | Noctalia,text/html; charset=utf-8,false,200,0,0,Procédure pour supprimer votre compte Noctalia et exercer vos droits sur vos données.,,,85,1,true
20,https://noctalia.app/en/guides/water-dream-symbols,Water Dream Symbols: What Water Means in Your Dreams | Noctalia,text/html; charset=utf-8,false,200,0,0,"Explore all water-related dream symbols — ocean, rain, swimming, storms, and floods.",,,84,1,true
20,https://noctalia.app/fr/guides/lieux-dans-les-reves,Les lieux dans les rêves : ce que les décors oniriques révèlent sur vous | Noctalia,text/html; charset=utf-8,false,200,0,0,"Explorez ce que les lieux signifient dans les rêves — maisons, hôpitaux, écoles, forêts et plus.",,,96,1,true
20,https://noctalia.app/de/traumsymbole/loewe,"Traumbedeutung Löwe: Was bedeutet es, von Löwe zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Löwe im Traum bedeutet. Löwen symbolisieren Stärke, Mut und Autorität.",,,83,1,true
20,https://noctalia.app/it/simboli/telefono,Sognare Telefono: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,Scopri cosa significa Telefono nei sogni. I telefoni rappresentano comunicazione e connessione.,,,95,1,true
20,https://noctalia.app/es/guides/lugares-en-suenos,Lugares en los sueños: qué revelan las ubicaciones oníricas sobre ti | Noctalia,text/html; charset=utf-8,false,200,0,0,"Explora qué significan los lugares en los sueños — casas, hospitales, escuelas, bosques y más.",,,94,1,true
20,https://noctalia.app/fr/symboles/voiture,Rêver de Voiture : Signification et interprétation | Noctalia,text/html; charset=utf-8,false,200,0,0,Découvrez ce que signifie Voiture dans les rêves. La voiture représente le contrôle sur votre vie.,,,98,1,true
20,https://noctalia.app/it/simboli/albero,Sognare Albero: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,"Scopri cosa significa Albero nei sogni. Gli alberi simboleggiano crescita, forza e connessione.",,,95,1,true
20,https://noctalia.app/it/simboli/leone,Sognare Leone: Significato e interpretazione | Noctalia,text/html; charset=utf-8,false,200,0,0,"Scopri cosa significa Leone nei sogni. I leoni simboleggiano forza, coraggio e autorità.",,,88,1,true
20,https://noctalia.app/de/konto-loeschen,Konto löschen | Noctalia,text/html; charset=utf-8,false,200,0,0,So löschst du dein Noctalia-Konto und kannst die Entfernung deiner Daten anfordern.,,,83,1,true
20,https://noctalia.app/fr/symboles/telephone,Rêver de Téléphone : Signification et interprétation | Noctalia,text/html; charset=utf-8,false,200,0,0,Découvrez ce que signifie Téléphone dans les rêves. Le téléphone représente la communication.,,,93,1,true
20,https://noctalia.app/it/eliminazione-account,Eliminazione account | Noctalia,text/html; charset=utf-8,false,200,0,0,Come eliminare il tuo account Noctalia e richiedere la rimozione dei tuoi dati.,,,79,1,true
20,https://noctalia.app/es/eliminacion-cuenta,Eliminación de cuenta | Noctalia,text/html; charset=utf-8,false,200,0,0,Cómo eliminar tu cuenta de Noctalia y solicitar la eliminación de tus datos.,,,76,1,true
20,https://noctalia.app/en/account-deletion,Account deletion | Noctalia,text/html; charset=utf-8,false,200,0,0,How to delete your Noctalia account and request removal of your data.,,,69,1,true
20,https://noctalia.app/de/traumsymbole/baum,"Traumbedeutung Baum: Was bedeutet es, von Baum zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Baum im Traum bedeutet. Bäume symbolisieren Wachstum, Stärke und Verbindung.",,,89,1,true
20,https://noctalia.app/it/guides/simboli-sogni-acqua,Simboli dei sogni con acqua: cosa significa l'acqua nei tuoi sogni | Noctalia,text/html; charset=utf-8,false,200,0,0,"Esplora tutti i simboli onirici legati all'acqua — oceano, pioggia, nuoto, tempeste e alluvioni.",,,96,1,true
20,https://noctalia.app/de/traumsymbole/mund,"Traumbedeutung Mund: Was bedeutet es, von Mund zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Mund im Traum bedeutet. Der Mund symbolisiert Kommunikation, Ausdruck und Aufnahme.",,,96,1,true
20,https://noctalia.app/de/guides/traeume-tod-verwandlung,"Tod und Verwandlung in Träumen: Enden, die Neuanfänge bedeuten | Noctalia",text/html; charset=utf-8,false,200,0,0,"Verstehen Sie Traumsymbole rund um den Tod — Tod, verstorbene Angehörige, Schlangen und mehr.",,,93,1,true
20,https://noctalia.app/de/traumsymbole/telefon,"Traumbedeutung Telefon: Was bedeutet es, von Telefon zu träumen? | Noctalia",text/html; charset=utf-8,false,200,0,0,"Erfahre, was Telefon im Traum bedeutet. Telefone repräsentieren Kommunikation und Verbindung.",,,93,1,true
20,https://noctalia.app/de/guides/orte-in-traeumen,Orte in Träumen: Was Traumschauplätze über Sie verraten | Noctalia,text/html; charset=utf-8,false,200,0,0,"Entdecken Sie, was Orte in Träumen bedeuten — Häuser, Krankenhäuser, Schulen, Wälder und mehr.",,,94,1,true
